image_id,label,image_path,parent_id,pixel_bounds
patch-525-775-550-800-#SK0667_combined.tif#.png,no_wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-525-775-550-800-#SK0667_combined.tif#.png,SK0667_combined.tif,"(525, 775, 550, 800)"
patch-1125-1325-1150-1350-#SK0667_combined.tif#.png,no_wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-1125-1325-1150-1350-#SK0667_combined.tif#.png,SK0667_combined.tif,"(1125, 1325, 1150, 1350)"
patch-400-950-425-975-#SK0668_combined.tif#.png,no_wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-400-950-425-975-#SK0668_combined.tif#.png,SK0668_combined.tif,"(400, 950, 425, 975)"
patch-550-175-575-200-#SK0668_combined.tif#.png,wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-550-175-575-200-#SK0668_combined.tif#.png,SK0668_combined.tif,"(550, 175, 575, 200)"
patch-775-1025-800-1050-#SK0668_combined.tif#.png,no_wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-775-1025-800-1050-#SK0668_combined.tif#.png,SK0668_combined.tif,"(775, 1025, 800, 1050)"
patch-1050-475-1075-500-#SK0668_combined.tif#.png,wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-1050-475-1075-500-#SK0668_combined.tif#.png,SK0668_combined.tif,"(1050, 475, 1075, 500)"
patch-1100-50-1125-75-#SK0668_combined.tif#.png,no_wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-1100-50-1125-75-#SK0668_combined.tif#.png,SK0668_combined.tif,"(1100, 50, 1125, 75)"
patch-25-400-50-425-#SK0669_combined.tif#.png,no_wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-25-400-50-425-#SK0669_combined.tif#.png,SK0669_combined.tif,"(25, 400, 50, 425)"
patch-175-575-200-600-#SK0669_combined.tif#.png,no_wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-175-575-200-600-#SK0669_combined.tif#.png,SK0669_combined.tif,"(175, 575, 200, 600)"
patch-50-1250-75-1275-#SK0750_combined.tif#.png,no_wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-50-1250-75-1275-#SK0750_combined.tif#.png,SK0750_combined.tif,"(50, 1250, 75, 1275)"
patch-425-1425-450-1450-#SK0750_combined.tif#.png,no_wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-425-1425-450-1450-#SK0750_combined.tif#.png,SK0750_combined.tif,"(425, 1425, 450, 1450)"
patch-700-675-725-700-#SK0750_combined.tif#.png,no_wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-700-675-725-700-#SK0750_combined.tif#.png,SK0750_combined.tif,"(700, 675, 725, 700)"
patch-1275-975-1300-1000-#SK0750_combined.tif#.png,no_wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-1275-975-1300-1000-#SK0750_combined.tif#.png,SK0750_combined.tif,"(1275, 975, 1300, 1000)"
patch-1325-925-1350-950-#SK0750_combined.tif#.png,no_wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-1325-925-1350-950-#SK0750_combined.tif#.png,SK0750_combined.tif,"(1325, 925, 1350, 950)"
patch-425-1025-450-1050-#SK0751_combined.tif#.png,wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-425-1025-450-1050-#SK0751_combined.tif#.png,SK0751_combined.tif,"(425, 1025, 450, 1050)"
patch-825-875-850-900-#SK0751_combined.tif#.png,wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-825-875-850-900-#SK0751_combined.tif#.png,SK0751_combined.tif,"(825, 875, 850, 900)"
patch-1225-850-1250-875-#SK0751_combined.tif#.png,no_wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-1225-850-1250-875-#SK0751_combined.tif#.png,SK0751_combined.tif,"(1225, 850, 1250, 875)"
patch-675-1025-700-1050-#SK0752_combined.tif#.png,no_wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-675-1025-700-1050-#SK0752_combined.tif#.png,SK0752_combined.tif,"(675, 1025, 700, 1050)"
patch-1050-1425-1075-1450-#SK0752_combined.tif#.png,wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-1050-1425-1075-1450-#SK0752_combined.tif#.png,SK0752_combined.tif,"(1050, 1425, 1075, 1450)"
patch-1150-1325-1175-1350-#SK0752_combined.tif#.png,wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-1150-1325-1175-1350-#SK0752_combined.tif#.png,SK0752_combined.tif,"(1150, 1325, 1175, 1350)"
patch-125-1375-150-1400-#SK0753_combined.tif#.png,no_wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-125-1375-150-1400-#SK0753_combined.tif#.png,SK0753_combined.tif,"(125, 1375, 150, 1400)"
patch-275-1275-300-1300-#SK0753_combined.tif#.png,wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-275-1275-300-1300-#SK0753_combined.tif#.png,SK0753_combined.tif,"(275, 1275, 300, 1300)"
patch-650-600-675-625-#SK0753_combined.tif#.png,no_wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-650-600-675-625-#SK0753_combined.tif#.png,SK0753_combined.tif,"(650, 600, 675, 625)"
patch-975-1225-1000-1250-#SK0753_combined.tif#.png,no_wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-975-1225-1000-1250-#SK0753_combined.tif#.png,SK0753_combined.tif,"(975, 1225, 1000, 1250)"
patch-1250-1200-1275-1225-#SK0753_combined.tif#.png,no_wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-1250-1200-1275-1225-#SK0753_combined.tif#.png,SK0753_combined.tif,"(1250, 1200, 1275, 1225)"
patch-350-1075-375-1100-#SK0754_combined.tif#.png,no_wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-350-1075-375-1100-#SK0754_combined.tif#.png,SK0754_combined.tif,"(350, 1075, 375, 1100)"
patch-1175-1150-1200-1175-#SK0754_combined.tif#.png,no_wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-1175-1150-1200-1175-#SK0754_combined.tif#.png,SK0754_combined.tif,"(1175, 1150, 1200, 1175)"
patch-1225-700-1250-725-#SK0754_combined.tif#.png,wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-1225-700-1250-725-#SK0754_combined.tif#.png,SK0754_combined.tif,"(1225, 700, 1250, 725)"
patch-1275-1325-1300-1350-#SK0754_combined.tif#.png,no_wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-1275-1325-1300-1350-#SK0754_combined.tif#.png,SK0754_combined.tif,"(1275, 1325, 1300, 1350)"
patch-100-350-125-375-#SK0755_combined.tif#.png,no_wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-100-350-125-375-#SK0755_combined.tif#.png,SK0755_combined.tif,"(100, 350, 125, 375)"
patch-550-600-575-625-#SK0755_combined.tif#.png,wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-550-600-575-625-#SK0755_combined.tif#.png,SK0755_combined.tif,"(550, 600, 575, 625)"
patch-1325-50-1350-75-#SK0755_combined.tif#.png,no_wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-1325-50-1350-75-#SK0755_combined.tif#.png,SK0755_combined.tif,"(1325, 50, 1350, 75)"
patch-250-1250-275-1275-#SK0756_combined.tif#.png,wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-250-1250-275-1275-#SK0756_combined.tif#.png,SK0756_combined.tif,"(250, 1250, 275, 1275)"
patch-250-1325-275-1350-#SK0756_combined.tif#.png,no_wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-250-1325-275-1350-#SK0756_combined.tif#.png,SK0756_combined.tif,"(250, 1325, 275, 1350)"
patch-250-1200-275-1225-#SK0767_combined.tif#.png,no_wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-250-1200-275-1225-#SK0767_combined.tif#.png,SK0767_combined.tif,"(250, 1200, 275, 1225)"
patch-1075-150-1100-175-#SK0767_combined.tif#.png,no_wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-1075-150-1100-175-#SK0767_combined.tif#.png,SK0767_combined.tif,"(1075, 150, 1100, 175)"
patch-1475-800-1492-825-#SK0767_combined.tif#.png,no_wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-1475-800-1492-825-#SK0767_combined.tif#.png,SK0767_combined.tif,"(1475, 800, 1492, 825)"
patch-100-1300-125-1325-#SK0768_combined.tif#.png,no_wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-100-1300-125-1325-#SK0768_combined.tif#.png,SK0768_combined.tif,"(100, 1300, 125, 1325)"
patch-1200-200-1225-225-#SK0768_combined.tif#.png,no_wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-1200-200-1225-225-#SK0768_combined.tif#.png,SK0768_combined.tif,"(1200, 200, 1225, 225)"
patch-1300-1075-1325-1100-#SK0768_combined.tif#.png,no_wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-1300-1075-1325-1100-#SK0768_combined.tif#.png,SK0768_combined.tif,"(1300, 1075, 1325, 1100)"
patch-300-975-325-1000-#SK0769_combined.tif#.png,no_wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-300-975-325-1000-#SK0769_combined.tif#.png,SK0769_combined.tif,"(300, 975, 325, 1000)"
patch-300-1300-325-1325-#SK0769_combined.tif#.png,wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-300-1300-325-1325-#SK0769_combined.tif#.png,SK0769_combined.tif,"(300, 1300, 325, 1325)"
patch-900-325-925-350-#SK0769_combined.tif#.png,no_wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-900-325-925-350-#SK0769_combined.tif#.png,SK0769_combined.tif,"(900, 325, 925, 350)"
patch-1150-1475-1175-1492-#SK0769_combined.tif#.png,no_wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-1150-1475-1175-1492-#SK0769_combined.tif#.png,SK0769_combined.tif,"(1150, 1475, 1175, 1492)"
patch-1350-275-1375-300-#SK0769_combined.tif#.png,no_wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-1350-275-1375-300-#SK0769_combined.tif#.png,SK0769_combined.tif,"(1350, 275, 1375, 300)"
patch-1375-1350-1400-1375-#SK0769_combined.tif#.png,no_wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-1375-1350-1400-1375-#SK0769_combined.tif#.png,SK0769_combined.tif,"(1375, 1350, 1400, 1375)"
patch-450-300-475-325-#SK0770_combined.tif#.png,no_wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-450-300-475-325-#SK0770_combined.tif#.png,SK0770_combined.tif,"(450, 300, 475, 325)"
patch-650-375-675-400-#SK0770_combined.tif#.png,no_wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-650-375-675-400-#SK0770_combined.tif#.png,SK0770_combined.tif,"(650, 375, 675, 400)"
patch-925-800-950-825-#SK0770_combined.tif#.png,no_wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-925-800-950-825-#SK0770_combined.tif#.png,SK0770_combined.tif,"(925, 800, 950, 825)"
patch-950-75-975-100-#SK0770_combined.tif#.png,no_wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-950-75-975-100-#SK0770_combined.tif#.png,SK0770_combined.tif,"(950, 75, 975, 100)"
patch-1025-1425-1050-1450-#SK0770_combined.tif#.png,no_wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-1025-1425-1050-1450-#SK0770_combined.tif#.png,SK0770_combined.tif,"(1025, 1425, 1050, 1450)"
patch-1125-1300-1150-1325-#SK0770_combined.tif#.png,no_wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-1125-1300-1150-1325-#SK0770_combined.tif#.png,SK0770_combined.tif,"(1125, 1300, 1150, 1325)"
patch-50-300-75-325-#SK0771_combined.tif#.png,no_wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-50-300-75-325-#SK0771_combined.tif#.png,SK0771_combined.tif,"(50, 300, 75, 325)"
patch-125-1375-150-1400-#SK0850_combined.tif#.png,no_wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-125-1375-150-1400-#SK0850_combined.tif#.png,SK0850_combined.tif,"(125, 1375, 150, 1400)"
patch-150-975-175-1000-#SK0850_combined.tif#.png,no_wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-150-975-175-1000-#SK0850_combined.tif#.png,SK0850_combined.tif,"(150, 975, 175, 1000)"
patch-175-250-200-275-#SK0850_combined.tif#.png,wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-175-250-200-275-#SK0850_combined.tif#.png,SK0850_combined.tif,"(175, 250, 200, 275)"
patch-375-1200-400-1225-#SK0850_combined.tif#.png,no_wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-375-1200-400-1225-#SK0850_combined.tif#.png,SK0850_combined.tif,"(375, 1200, 400, 1225)"
patch-525-1350-550-1375-#SK0850_combined.tif#.png,no_wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-525-1350-550-1375-#SK0850_combined.tif#.png,SK0850_combined.tif,"(525, 1350, 550, 1375)"
patch-50-800-75-825-#SK0851_combined.tif#.png,no_wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-50-800-75-825-#SK0851_combined.tif#.png,SK0851_combined.tif,"(50, 800, 75, 825)"
patch-400-525-425-550-#SK0851_combined.tif#.png,no_wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-400-525-425-550-#SK0851_combined.tif#.png,SK0851_combined.tif,"(400, 525, 425, 550)"
patch-900-400-925-425-#SK0851_combined.tif#.png,no_wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-900-400-925-425-#SK0851_combined.tif#.png,SK0851_combined.tif,"(900, 400, 925, 425)"
patch-1350-350-1375-375-#SK0851_combined.tif#.png,wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-1350-350-1375-375-#SK0851_combined.tif#.png,SK0851_combined.tif,"(1350, 350, 1375, 375)"
patch-0-1475-25-1491-#SK0852_combined.tif#.png,no_wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-0-1475-25-1491-#SK0852_combined.tif#.png,SK0852_combined.tif,"(0, 1475, 25, 1491)"
patch-300-775-325-800-#SK0852_combined.tif#.png,no_wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-300-775-325-800-#SK0852_combined.tif#.png,SK0852_combined.tif,"(300, 775, 325, 800)"
patch-1125-425-1150-450-#SK0852_combined.tif#.png,wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-1125-425-1150-450-#SK0852_combined.tif#.png,SK0852_combined.tif,"(1125, 425, 1150, 450)"
patch-1450-1250-1475-1275-#SK0852_combined.tif#.png,no_wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-1450-1250-1475-1275-#SK0852_combined.tif#.png,SK0852_combined.tif,"(1450, 1250, 1475, 1275)"
patch-100-1075-125-1100-#SK0853_combined.tif#.png,no_wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-100-1075-125-1100-#SK0853_combined.tif#.png,SK0853_combined.tif,"(100, 1075, 125, 1100)"
patch-500-850-525-875-#SK0853_combined.tif#.png,no_wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-500-850-525-875-#SK0853_combined.tif#.png,SK0853_combined.tif,"(500, 850, 525, 875)"
patch-850-1125-875-1150-#SK0853_combined.tif#.png,wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-850-1125-875-1150-#SK0853_combined.tif#.png,SK0853_combined.tif,"(850, 1125, 875, 1150)"
patch-975-1425-1000-1450-#SK0853_combined.tif#.png,wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-975-1425-1000-1450-#SK0853_combined.tif#.png,SK0853_combined.tif,"(975, 1425, 1000, 1450)"
patch-1000-375-1025-400-#SK0853_combined.tif#.png,no_wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-1000-375-1025-400-#SK0853_combined.tif#.png,SK0853_combined.tif,"(1000, 375, 1025, 400)"
patch-1400-275-1425-300-#SK0853_combined.tif#.png,no_wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-1400-275-1425-300-#SK0853_combined.tif#.png,SK0853_combined.tif,"(1400, 275, 1425, 300)"
patch-75-600-100-625-#SK0854_combined.tif#.png,no_wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-75-600-100-625-#SK0854_combined.tif#.png,SK0854_combined.tif,"(75, 600, 100, 625)"
patch-125-1225-150-1250-#SK0854_combined.tif#.png,no_wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-125-1225-150-1250-#SK0854_combined.tif#.png,SK0854_combined.tif,"(125, 1225, 150, 1250)"
patch-325-925-350-950-#SK0854_combined.tif#.png,no_wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-325-925-350-950-#SK0854_combined.tif#.png,SK0854_combined.tif,"(325, 925, 350, 950)"
patch-650-400-675-425-#SK0854_combined.tif#.png,no_wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-650-400-675-425-#SK0854_combined.tif#.png,SK0854_combined.tif,"(650, 400, 675, 425)"
patch-1000-1175-1025-1200-#SK0854_combined.tif#.png,no_wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-1000-1175-1025-1200-#SK0854_combined.tif#.png,SK0854_combined.tif,"(1000, 1175, 1025, 1200)"
patch-1250-800-1275-825-#SK0854_combined.tif#.png,no_wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-1250-800-1275-825-#SK0854_combined.tif#.png,SK0854_combined.tif,"(1250, 800, 1275, 825)"
patch-1425-1050-1450-1075-#SK0854_combined.tif#.png,no_wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-1425-1050-1450-1075-#SK0854_combined.tif#.png,SK0854_combined.tif,"(1425, 1050, 1450, 1075)"
patch-0-850-25-875-#SK0855_combined.tif#.png,no_wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-0-850-25-875-#SK0855_combined.tif#.png,SK0855_combined.tif,"(0, 850, 25, 875)"
patch-50-375-75-400-#SK0855_combined.tif#.png,no_wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-50-375-75-400-#SK0855_combined.tif#.png,SK0855_combined.tif,"(50, 375, 75, 400)"
patch-850-1350-875-1375-#SK0855_combined.tif#.png,no_wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-850-1350-875-1375-#SK0855_combined.tif#.png,SK0855_combined.tif,"(850, 1350, 875, 1375)"
patch-1300-150-1325-175-#SK0855_combined.tif#.png,no_wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-1300-150-1325-175-#SK0855_combined.tif#.png,SK0855_combined.tif,"(1300, 150, 1325, 175)"
patch-900-550-925-575-#SK0856_combined.tif#.png,wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-900-550-925-575-#SK0856_combined.tif#.png,SK0856_combined.tif,"(900, 550, 925, 575)"
patch-1000-775-1025-800-#SK0856_combined.tif#.png,no_wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-1000-775-1025-800-#SK0856_combined.tif#.png,SK0856_combined.tif,"(1000, 775, 1025, 800)"
patch-250-925-275-950-#SK0857_combined.tif#.png,no_wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-250-925-275-950-#SK0857_combined.tif#.png,SK0857_combined.tif,"(250, 925, 275, 950)"
patch-100-150-125-175-#SK0865_combined.tif#.png,wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-100-150-125-175-#SK0865_combined.tif#.png,SK0865_combined.tif,"(100, 150, 125, 175)"
patch-1125-525-1150-550-#SK0865_combined.tif#.png,no_wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-1125-525-1150-550-#SK0865_combined.tif#.png,SK0865_combined.tif,"(1125, 525, 1150, 550)"
patch-1125-1475-1150-1492-#SK0865_combined.tif#.png,no_wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-1125-1475-1150-1492-#SK0865_combined.tif#.png,SK0865_combined.tif,"(1125, 1475, 1150, 1492)"
patch-75-175-100-200-#SK0866_combined.tif#.png,no_wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-75-175-100-200-#SK0866_combined.tif#.png,SK0866_combined.tif,"(75, 175, 100, 200)"
patch-175-925-200-950-#SK0866_combined.tif#.png,no_wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-175-925-200-950-#SK0866_combined.tif#.png,SK0866_combined.tif,"(175, 925, 200, 950)"
patch-625-1000-650-1025-#SK0866_combined.tif#.png,no_wall,/home/david/Documents/GitHub/cnn-boundaries/content/tifs/patches/patch-625-1000-650-1025-#SK0866_combined.tif#.png,SK0866_combined.tif,"(625, 1000, 650, 1025)"
